flow_id,src_ip,dst_ip,src_port,dst_port,protocol,packet_count,byte_count,duration_sec,bytes_per_packet,packets_per_sec,bytes_per_sec,pkt_len_min,pkt_len_max,pkt_len_mean,pkt_len_std,iat_mean,iat_std,sni_domain,label,source_file
258,192.168.1.114,10.0.0.10,35988,3478,17,124,58032,57.60967782551778,468.0,2.1524161335454495,1007.3307504992704,191,958,639.1276472879618,191.73829418638854,0.4645941760122401,0.23229708800612006,,P1,sample_data
259,192.168.1.144,10.0.0.32,61727,3478,17,277,186421,29.417922427163624,673.0,9.416028636482721,6336.987272352872,258,1290,860.1485906097039,258.04457718291115,0.10620188601864124,0.05310094300932062,,P1,sample_data
260,192.168.1.232,10.0.0.59,55117,3478,17,2820,4012860,75.83847332528022,1423.0,37.1842928312215,52913.24869882819,312,1564,1042.755264546537,312.8265793639611,0.02689307564726249,0.013446537823631245,,P0,sample_data
261,192.168.1.32,10.0.0.179,34477,80,17,889,349377,94.98703219477633,393.0,9.359172293930131,3678.1547115145413,52,261,174.3002752601836,52.290082578055085,0.10684705533720622,0.05342352766860311,,P2,sample_data
262,192.168.1.233,10.0.0.175,57873,22,6,41,17261,25.979729894539645,421.0,1.5781534360223382,664.4025965654045,166,830,553.9543016070834,166.186290482125,0.6336519486473084,0.3168259743236542,,P3,sample_data
263,192.168.1.236,10.0.0.224,64714,21,17,145,87145,43.845195291115985,601.0,3.3070898427354076,1987.56099548398,236,1182,788.2237232498624,236.46711697495869,0.30238065718011026,0.15119032859005513,,P1,sample_data
264,192.168.1.180,10.0.0.27,49713,5060,6,31,20615,4.130367724747466,665.0,7.505385008279224,4991.081030505684,151,758,505.58940483476204,151.6768214504286,0.13323766854024086,0.06661883427012043,,P3,sample_data
265,192.168.1.184,10.0.0.3,9918,21,6,86,41022,16.7248789592636,477.0,5.142040203069225,2452.75317686402,143,715,477.10430713763185,143.13129214128955,0.19447533673562323,0.09723766836781161,,P3,sample_data
266,192.168.1.186,10.0.0.144,23680,3478,6,1804,2033108,57.718056348024895,1127.0,31.255383742001783,35224.81747723601,321,1608,1072.3816782809859,321.71450348429573,0.03199448799779651,0.015997243998898254,,P0,sample_data
267,192.168.1.98,10.0.0.235,3544,443,6,13,3939,6.624662150765471,303.0,1.9623642238869294,594.5963598377396,169,845,563.9449457825816,169.18348373477448,0.5095893962127286,0.2547946981063643,,P3,sample_data
268,192.168.1.13,10.0.0.137,52723,3478,17,330,121440,80.76667834616237,368.0,4.085843404202347,1503.5903727464636,66,331,221.0769137371479,66.32307412114436,0.24474751013988597,0.12237375506994298,,P2,sample_data
269,192.168.1.121,10.0.0.162,41396,80,17,67,51255,25.147733611064254,765.0,2.6642559936503383,2038.1558351425087,90,454,303.3094842787397,90.99284528362192,0.3753393076278247,0.18766965381391235,,P3,sample_data
270,192.168.1.132,10.0.0.111,10620,3478,17,262,96678,52.660720328777934,369.0,4.975245275116807,1835.8655065181017,269,1347,898.1671688136237,269.4501506440871,0.20099511575869441,0.10049755787934721,,P1,sample_data
271,192.168.1.232,10.0.0.103,60820,443,17,326,98778,135.71193850801393,303.0,2.4021468087772497,727.8504830595067,69,348,232.52436816972477,69.75731045091743,0.4162942899018832,0.2081471449509416,,P2,sample_data
272,192.168.1.71,10.0.0.4,37084,21,6,4783,5050848,52.64409542254336,1056.0,90.8553934037551,95943.29543436538,354,1771,1181.0472061089501,354.31416183268504,0.011006501238248664,0.005503250619124332,,P0,sample_data
273,192.168.1.254,10.0.0.24,1185,21,17,4931,5843235,71.7633046755476,1185.0,68.71199734033671,81423.71684829901,375,1878,1252.297042487277,375.68911274618307,0.014553499224406328,0.007276749612203164,,P0,sample_data
274,192.168.1.211,10.0.0.150,50839,22,17,287,59983,116.9691611418801,209.0,2.453638182904275,512.8103802269935,83,415,277.2981302098308,83.18943906294923,0.40755805275916407,0.20377902637958203,,P2,sample_data
275,192.168.1.173,10.0.0.228,6493,80,6,216,66528,252.7852802698511,308.0,0.8544801333741331,263.179881079233,76,381,254.0593153837308,76.21779461511923,1.170302223471533,0.5851511117357665,,P2,sample_data
276,192.168.1.47,10.0.0.203,17208,3478,17,338,313326,4.221262500393422,927.0,80.07083188228602,74225.66115487914,240,1201,800.6834579097595,240.20503737292782,0.012488942308856278,0.006244471154428139,,P1,sample_data
277,192.168.1.219,10.0.0.143,35525,21,17,500,173500,201.76788847122285,347.0,2.4780950219009332,859.8989725996238,92,460,307.1303236160464,92.13909708481391,0.4035357769424457,0.20176788847122284,,P2,sample_data
278,192.168.1.61,10.0.0.138,35889,5060,6,156,140556,35.47227697130079,901.0,4.397800573281873,3962.4183165269674,147,738,492.2381265668197,147.6714379700459,0.22738639084167175,0.11369319542083588,,P1,sample_data
279,192.168.1.109,10.0.0.51,24308,5060,17,961,256587,103.72911869265936,267.0,9.264515230745978,2473.6255666091765,76,380,253.61575324776308,76.08472597432892,0.10793872912867779,0.053969364564338894,,P2,sample_data
280,192.168.1.49,10.0.0.149,49225,22,17,35,27300,25.41607343696245,780.0,1.377081321660792,1074.1234308954179,106,533,355.8304253538832,106.74912760616495,0.7261735267703557,0.36308676338517787,,P3,sample_data
281,192.168.1.129,10.0.0.24,4408,3478,17,3831,4309875,90.07332376711418,1125.0,42.53201547114109,47848.51740503372,367,1835,1223.407518559885,367.0222555679655,0.02351170027854716,0.01175585013927358,,P0,sample_data
282,192.168.1.84,10.0.0.152,63448,3478,6,1185,1558275,24.448434895939737,1315.0,48.46936031053662,63737.20880835565,353,1769,1179.4762133666782,353.84286401000344,0.02063159062948501,0.010315795314742505,,P0,sample_data
283,192.168.1.163,10.0.0.183,20699,21,17,1375,1519375,41.040578216252015,1105.0,33.50342660268616,37021.28639596821,335,1676,1117.7675576811578,335.33026730434733,0.029847693248183284,0.014923846624091642,,P0,sample_data
284,192.168.1.70,10.0.0.44,42824,22,17,25,9525,13.437719486970119,381.0,1.8604347280981155,708.825631405382,166,830,553.4368308858064,166.03104926574193,0.5375087794788047,0.26875438973940236,,P3,sample_data
285,192.168.1.196,10.0.0.178,37792,5060,6,3143,4202191,109.7081198678852,1337.0,28.648745450974122,38303.372667952404,318,1593,1062.6604170029177,318.7981251008753,0.034905542433307415,0.017452771216653708,,P0,sample_data
286,192.168.1.216,10.0.0.143,42927,22,17,1922,2815730,90.56936050218988,1465.0,21.221304747465098,31089.21145503637,374,1870,1246.744262676891,374.0232788030673,0.04712245603651919,0.023561228018259595,,P0,sample_data
287,192.168.1.69,10.0.0.131,53846,443,6,23,11776,15.339952807557696,512.0,1.4993527221718927,767.6685937520091,178,890,593.865252114527,178.1595756343581,0.6669544698938129,0.33347723494690645,,P3,sample_data
288,192.168.1.249,10.0.0.189,26024,80,17,422,282740,58.33431711307646,670.0,7.234163711593407,4846.889686767583,211,1056,704.2636363482333,211.27909090446997,0.13823297894093947,0.06911648947046974,,P1,sample_data
289,192.168.1.33,10.0.0.81,10903,22,6,994,380702,53.98686617364238,383.0,18.411885527915555,7051.752157191658,86,430,286.7508211154085,86.02524633462254,0.054312742629418896,0.027156371314709448,,P2,sample_data
290,192.168.1.17,10.0.0.98,63429,21,17,67,16214,2.962382495100046,242.0,22.616930835508892,5473.297262193151,153,768,512.3505291689306,153.70515875067917,0.04421466410597084,0.02210733205298542,,P3,sample_data
291,192.168.1.66,10.0.0.74,1121,5060,6,83,59428,28.425246263008187,716.0,2.9199395224946163,2090.676698106145,166,832,554.9926114441986,166.49778343325957,0.34247284654226734,0.17123642327113367,,P3,sample_data
292,192.168.1.59,10.0.0.138,18018,5060,6,687,162819,242.4819364277699,237.0,2.8332007328910556,671.4685736951801,51,258,172.38718540430608,51.716155621291826,0.35295769494580775,0.17647884747290388,,P2,sample_data
293,192.168.1.68,10.0.0.110,14195,21,6,51,35190,52.392074151337354,690.0,0.9734296804643338,671.6664795203902,201,1008,672.4238795422579,201.72716386267734,1.0272955715948502,0.5136477857974251,,P1,sample_data
294,192.168.1.155,10.0.0.125,28648,443,17,232,87696,52.835120369615986,378.0,4.391018670479206,1659.8050574411398,250,1252,835.2892125230035,250.58676375690104,0.2277375878000689,0.11386879390003445,,P1,sample_data
295,192.168.1.200,10.0.0.44,24672,443,17,546,117390,47.605239640332854,215.0,11.469325732317275,2465.905032448214,72,364,242.78627536246654,72.83588260873996,0.08718908359035321,0.043594541795176606,,P2,sample_data
296,192.168.1.171,10.0.0.147,7876,5060,6,778,255962,151.9581411925543,329.0,5.119830986969987,1684.4243947131258,68,344,229.4762780970633,68.84288342911898,0.1953189475482703,0.09765947377413516,,P2,sample_data
297,192.168.1.164,10.0.0.229,8263,80,6,93,28551,17.584708506032246,307.0,5.288685903897545,1623.6265724965463,238,1194,796.4272095169197,238.9281628550759,0.18908288716163707,0.09454144358081853,,P1,sample_data
298,192.168.1.198,10.0.0.12,15745,5060,6,2785,3071855,67.220957557671,1103.0,41.43053150664597,45697.87625183051,360,1802,1201.4213231440976,360.4263969432293,0.024136789069181687,0.012068394534590843,,P0,sample_data
299,192.168.1.8,10.0.0.101,65439,3478,17,49,33565,5.080634313413994,685.0,9.64446503670402,6606.458550142253,108,540,360.604700520747,108.18141015622409,0.10368641455946927,0.051843207279734634,,P3,sample_data
300,192.168.1.32,10.0.0.137,64011,5060,17,2807,4145939,77.68278275767823,1477.0,36.13413294881682,53370.11436540244,311,1556,1037.5588382452224,311.26765147356673,0.027674664324074894,0.013837332162037447,,P0,sample_data
301,192.168.1.158,10.0.0.13,57505,3478,17,148,129352,29.378859498013284,874.0,5.037635991622083,4402.893856677701,138,691,461.21694917947053,138.36508475384116,0.19850580741900867,0.09925290370950433,,P1,sample_data
302,192.168.1.131,10.0.0.97,27843,80,17,68,30328,4.76496701959981,446.0,14.270822803241781,6364.786970245835,151,759,506.0582993025087,151.8174897907526,0.07007304440587957,0.035036522202939784,,P3,sample_data
303,192.168.1.116,10.0.0.230,31153,21,6,14,5964,6.434946378829884,426.0,2.1756203044765274,926.8142497070007,167,836,557.4531159471492,167.23593478414475,0.45963902705927745,0.22981951352963872,,P3,sample_data
304,192.168.1.201,10.0.0.213,17111,443,17,476,137088,273.3499229091552,288.0,1.7413577254170043,501.5110249200972,84,420,280.3335837412852,84.10007512238556,0.5742645439267967,0.28713227196339836,,P2,sample_data
305,192.168.1.161,10.0.0.213,60066,3478,17,39,18564,4.275353043924033,476.0,9.122053687572139,4342.097555284338,97,489,326.15384034954934,97.8461521048648,0.10962443702369316,0.05481221851184658,,P3,sample_data
306,192.168.1.176,10.0.0.128,17045,80,6,450,286650,45.055167049316736,637.0,9.987755666457446,6362.200359533393,217,1088,725.573792440837,217.6721377322511,0.10012259344292608,0.05006129672146304,,P1,sample_data
307,192.168.1.66,10.0.0.227,10151,3478,6,24,11712,4.661677505370579,488.0,5.148361286757893,2512.4003079378517,150,754,502.8532686226302,150.85598058678906,0.19423656272377413,0.09711828136188706,,P3,sample_data
308,192.168.1.191,10.0.0.67,56835,443,6,4719,4719000,102.07452377672341,1000.0,46.230928398179785,46230.928398179785,337,1688,1125.6742398044846,337.7022719413454,0.02163054116904501,0.010815270584522505,,P0,sample_data
309,192.168.1.181,10.0.0.46,9203,21,17,162,79380,4.576071694305284,490.0,35.4015432497707,17346.756192387642,234,1172,781.5776456294448,234.47329368883342,0.02824735613768694,0.01412367806884347,,P1,sample_data
310,192.168.1.210,10.0.0.115,62176,21,6,48,28416,23.86497295434566,592.0,2.0113159185985796,1190.6990238103592,149,749,499.4954710427986,149.8486413128396,0.4971869365488679,0.24859346827443396,,P3,sample_data
311,192.168.1.142,10.0.0.100,22004,21,6,1966,2142940,52.873532616914126,1090.0,37.18306499859404,40529.540848467506,351,1756,1170.7763065186234,351.23289195558704,0.02689396369120759,0.013446981845603796,,P0,sample_data
312,192.168.1.88,10.0.0.14,5273,21,6,353,284518,25.641631484560705,806.0,13.766674722415685,11095.939826267042,126,631,421.01233758570265,126.3037012757108,0.07263918267580936,0.03631959133790468,,P1,sample_data
313,192.168.1.19,10.0.0.201,60699,3478,6,4588,4964216,117.00539551812945,1082.0,39.21186693727394,42427.2400261304,411,2057,1371.7175732499572,411.5152719749872,0.025502483765939287,0.012751241882969644,,P0,sample_data
314,192.168.1.252,10.0.0.19,53166,3478,17,72,19584,9.837781766197866,272.0,7.318723032400298,1990.692664812881,164,823,548.8183994576541,164.64551983729623,0.13663585786385923,0.06831792893192962,,P3,sample_data
315,192.168.1.64,10.0.0.161,12663,3478,6,456,444600,6.243800976628728,975.0,73.03243676517893,71206.62584604944,156,781,520.9469141294195,156.28407423882584,0.013692546001378791,0.0068462730006893955,,P1,sample_data
316,192.168.1.68,10.0.0.220,64263,443,6,62,33046,22.5526027632165,533.0,2.7491283667321347,1465.2854194682277,94,471,314.442850793506,94.3328552380518,0.36375165747123384,0.18187582873561692,,P3,sample_data
317,192.168.1.221,10.0.0.62,32624,21,17,105,97755,11.52714568195851,931.0,9.10893319968522,8480.41680890694,131,659,439.4845810954143,131.84537432862427,0.10978233982817628,0.05489116991408814,,P1,sample_data
318,192.168.1.69,10.0.0.48,59667,22,6,83,65819,51.41391758333359,793.0,1.6143488748055526,1280.1786577208031,198,991,660.7228445217947,198.21685335653842,0.6194447901606457,0.30972239508032284,,P1,sample_data
319,192.168.1.226,10.0.0.216,60895,80,17,220,163680,2.442417813967282,744.0,90.07467876376498,67015.56100024114,250,1251,834.2757531601444,250.28272594804332,0.011101899154396735,0.0055509495771983676,,P1,sample_data
320,192.168.1.47,10.0.0.15,43880,5060,17,450,325350,19.3583219735716,723.0,23.245816482149113,16806.72531659381,185,925,617.2979804293559,185.18939412880675,0.04301849327460355,0.021509246637301777,,P1,sample_data
321,192.168.1.249,10.0.0.157,13490,3478,6,905,1114055,114.29191521885865,1231.0,7.918320366466929,9747.45237112079,360,1800,1200.3607505281548,360.10822515844643,0.12628940908161176,0.06314470454080588,,P0,sample_data
322,192.168.1.236,10.0.0.194,35799,443,6,47,33135,47.311644941688996,705.0,0.9934129337064248,700.3561182630295,265,1328,885.3831032373914,265.6149309712174,1.0066307434401913,0.5033153717200957,,P1,sample_data
323,192.168.1.153,10.0.0.210,27536,22,17,868,191828,201.20808847160944,221.0,4.313941882721456,953.3811560814416,49,246,164.18644322675468,49.2559329680264,0.23180655353872057,0.11590327676936028,,P2,sample_data
324,192.168.1.185,10.0.0.93,43628,80,6,382,108870,94.49129830852047,285.0,4.042700299796328,1152.1695854419536,73,365,243.9283549361418,73.17850648084254,0.24735941965581276,0.12367970982790638,,P2,sample_data
325,192.168.1.189,10.0.0.230,44080,21,6,1955,2416380,62.171726247438656,1236.0,31.44516194096415,38866.22015903169,379,1898,1265.8903485719686,379.76710457159055,0.03180139449996862,0.01590069724998431,,P0,sample_data
326,192.168.1.85,10.0.0.245,52144,21,17,62,43586,6.927532370776137,703.0,8.949795783206673,6291.706435594291,170,854,569.4303246693758,170.8290974008127,0.11173439307703446,0.05586719653851723,,P1,sample_data
327,192.168.1.41,10.0.0.17,34647,22,6,401,213332,24.122394953612904,532.0,16.623556689587353,8843.732158860472,133,665,443.54638339788573,133.0639150193657,0.06015559838806211,0.030077799194031054,,P1,sample_data
328,192.168.1.238,10.0.0.147,22410,22,6,64,15360,1.8603784688774547,240.0,34.401602185074395,8256.384524417854,150,753,502.62606226412674,150.78781867923803,0.02906841357621023,0.014534206788105115,,P3,sample_data
329,192.168.1.200,10.0.0.189,56308,22,17,20,9340,25.598776623060466,467.0,0.781287336285561,364.861186045357,181,908,605.5105376327729,181.65316128983184,1.2799388311530233,0.6399694155765117,,P1,sample_data
330,192.168.1.8,10.0.0.153,14170,21,6,400,95600,287.866338100947,239.0,1.3895337768173877,332.0985726593557,94,471,314.2396565100453,94.27189695301358,0.7196658452523675,0.35983292262618377,,P2,sample_data
331,192.168.1.146,10.0.0.194,39235,21,6,530,192920,40.950859137063986,364.0,12.942341410373617,4711.012273375996,97,486,324.3195454576461,97.29586363729382,0.0772657719567245,0.03863288597836225,,P2,sample_data
332,192.168.1.84,10.0.0.113,37600,3478,17,101,79184,7.700987528868986,784.0,13.11520108575393,10282.31765123108,182,914,609.4738950937377,182.8421685281213,0.07624740127593056,0.03812370063796528,,P1,sample_data
333,192.168.1.205,10.0.0.10,10125,443,6,60,24240,38.96378036241411,404.0,1.539891649165495,622.11622626286,253,1266,844.0195321800588,253.20585965401764,0.6493963393735686,0.3246981696867843,,P1,sample_data
334,192.168.1.117,10.0.0.2,35420,21,6,48,35472,5.983605958485741,739.0,8.021918611122457,5928.1978536194965,147,737,491.3631277990902,147.40893833972706,0.12465845746845294,0.06232922873422647,,P3,sample_data
335,192.168.1.163,10.0.0.235,35648,22,6,315,175455,1.1965433384887918,557.0,263.2583291114538,146634.88931507975,183,916,611.0171300638195,183.30513901914586,0.0037985502809167993,0.0018992751404583997,,P1,sample_data
336,192.168.1.23,10.0.0.152,39416,21,17,1736,1841896,71.45066360954678,1061.0,24.296485327087247,25778.57093203957,346,1731,1154.4253089276963,346.32759267830886,0.0411582163649463,0.02057910818247315,,P0,sample_data
337,192.168.1.73,10.0.0.181,11237,443,17,126,120582,24.531922918122362,957.0,5.136164842052416,4915.3097538441625,131,658,438.80732236572044,131.64219670971613,0.19469780093747907,0.09734890046873954,,P1,sample_data
338,192.168.1.41,10.0.0.63,52246,5060,17,373,279750,27.282339990324964,750.0,13.671847800895216,10253.885850671413,206,1034,689.6331769102634,206.889953073079,0.07314300265502671,0.036571501327513356,,P1,sample_data
339,192.168.1.34,10.0.0.184,41627,22,6,1641,1803459,53.22716478798204,1099.0,30.830122298201296,33882.304405723225,370,1854,1236.6156694929957,370.9847008478987,0.03243581035221331,0.016217905176106655,,P0,sample_data
340,192.168.1.157,10.0.0.202,41403,443,17,2091,2760120,48.04652068116432,1320.0,43.52032093803069,57446.82363820051,320,1604,1069.5068862504957,320.8520658751487,0.0229777717270035,0.01148888586350175,,P0,sample_data
341,192.168.1.113,10.0.0.38,9791,22,17,3554,5252812,97.08922851874811,1478.0,36.605502528158574,54102.93273661838,380,1902,1268.1949789825667,380.45849369476997,0.027318297275956138,0.013659148637978069,,P0,sample_data
342,192.168.1.132,10.0.0.113,19308,443,6,135,99765,59.28813998625772,739.0,2.277015268674163,1682.7142835502063,188,940,627.0008105980575,188.10024317941722,0.4391714073056127,0.21958570365280636,,P1,sample_data
343,192.168.1.154,10.0.0.155,8621,21,6,363,269346,32.14880603819367,742.0,11.291243586736813,8378.102741358716,140,701,467.89452353196856,140.36835705959055,0.08856420396196603,0.044282101980983014,,P1,sample_data
344,192.168.1.143,10.0.0.245,63005,443,6,253,218086,1.8894497315270617,862.0,133.90141890439406,115423.02309558769,233,1167,778.1068069750884,233.4320420925265,0.00746818075702396,0.00373409037851198,,P1,sample_data
345,192.168.1.134,10.0.0.196,1809,3478,6,46,16974,11.869303465672095,369.0,3.8755433402675465,1430.0754925587248,132,663,442.2019285449468,132.66057856348402,0.25802833621026294,0.12901416810513147,,P3,sample_data
346,192.168.1.109,10.0.0.224,40943,21,17,86,22188,28.872929076820196,258.0,2.9785686021389024,768.4706993518369,125,625,416.84456847072613,125.05337054121783,0.3357317334513976,0.1678658667256988,,P3,sample_data
347,192.168.1.179,10.0.0.131,47657,443,17,58,32712,23.09515256554123,564.0,2.5113495065859843,1416.4011217144953,165,825,550.0949885812756,165.02849657438267,0.39819228561277986,0.19909614280638993,,P3,sample_data
348,192.168.1.21,10.0.0.44,1162,3478,6,861,335790,167.0105188523304,390.0,5.155363901128231,2010.59192144001,85,428,285.4774643037434,85.64323929112301,0.1939727280514871,0.09698636402574355,,P2,sample_data
349,192.168.1.139,10.0.0.228,64946,22,6,1803,2026572,58.84481241224232,1124.0,30.639914141775673,34439.26349535585,384,1922,1281.8054446394788,384.5416333918436,0.032637167172624694,0.016318583586312347,,P0,sample_data
350,192.168.1.19,10.0.0.165,59366,22,17,949,240097,117.97224174240145,253.0,8.044265210049929,2035.199098142632,92,462,308.50427839258384,92.55128351777515,0.12431216200463799,0.062156081002318994,,P2,sample_data
351,192.168.1.64,10.0.0.91,2164,443,6,1156,1271600,69.73270423534295,1100.0,16.57758741291004,18235.346154201045,330,1653,1102.4873812464443,330.7462143739333,0.06032240850808214,0.03016120425404107,,P0,sample_data
352,192.168.1.231,10.0.0.220,8708,80,17,66,28974,2.7599030157462816,439.0,23.913883793541025,10498.19498536451,231,1159,772.930019313506,231.8790057940518,0.041816712359792146,0.020908356179896073,,P1,sample_data
353,192.168.1.154,10.0.0.48,61035,3478,17,65,53495,58.19165974746168,823.0,1.1169985575610826,919.2898128727709,262,1311,874.5560715447202,262.36682146341604,0.8952563038071027,0.4476281519035514,,P1,sample_data
354,192.168.1.216,10.0.0.151,21902,5060,6,64,27328,9.287723110250235,427.0,6.890816967763337,2942.378845234945,108,541,360.9669273258262,108.29007819774786,0.14512067359765993,0.07256033679882996,,P3,sample_data
355,192.168.1.239,10.0.0.4,42886,22,6,90,25290,13.860219255075219,281.0,6.493403772602266,1824.646460101237,144,720,480.6350956064339,144.19052868193015,0.15400243616750242,0.07700121808375121,,P3,sample_data
356,192.168.1.225,10.0.0.96,46919,5060,6,348,144420,0.6884869905517534,415.0,505.45617386482905,209764.31215390406,216,1080,720.0991557798119,216.02974673394357,0.001978410892390096,0.000989205446195048,,P1,sample_data
357,192.168.1.247,10.0.0.208,34929,21,6,68,14416,29.174458229327072,212.0,2.3308059215867214,494.13085537638494,109,549,366.2236465358345,109.86709396075035,0.42903615043128046,0.21451807521564023,,P3,sample_data
358,192.168.1.21,10.0.0.208,18635,443,6,4406,4639518,67.99487989237802,1053.0,64.79899673289806,68233.34355974167,385,1926,1284.6448494846227,385.39345484538677,0.015432337696862919,0.0077161688484314594,,P0,sample_data
359,192.168.1.19,10.0.0.114,11527,443,6,203,118755,57.46815713276672,585.0,3.5323909818617647,2066.448724389132,121,606,404.43164255673446,121.32949276702033,0.28309437011215133,0.14154718505607566,,P1,sample_data
360,192.168.1.37,10.0.0.1,61326,22,6,1041,1180494,14.857812979561439,1134.0,70.0641474914249,79452.74325527584,346,1730,1153.8020821315426,346.14062463946277,0.014272634946744899,0.007136317473372449,,P0,sample_data
361,192.168.1.35,10.0.0.194,16062,80,17,287,79499,248.4794562075384,277.0,1.1550250647694913,319.9419429411491,98,490,326.8848551003954,98.06545653011861,0.8657820773781826,0.4328910386890913,,P2,sample_data
362,192.168.1.3,10.0.0.142,33979,22,6,913,1349414,17.261082855426572,1478.0,52.893552950704326,78176.67126114099,347,1735,1156.9692402862656,347.0907720858797,0.018905895789076203,0.009452947894538101,,P0,sample_data
363,192.168.1.66,10.0.0.168,6800,443,17,144,30240,57.254123993930804,210.0,2.5151026678054604,528.1715602391467,97,485,323.788850455829,97.1366551367487,0.3975980832911861,0.19879904164559306,,P2,sample_data
364,192.168.1.184,10.0.0.111,31646,3478,17,377,183599,9.139192516637287,487.0,41.25090912722287,20089.192744957538,226,1132,755.0550282108534,226.516508463256,0.02424188996455514,0.01212094498227757,,P1,sample_data
365,192.168.1.27,10.0.0.118,36572,22,6,411,211254,55.78906919109531,514.0,7.367034545641804,3786.6557564598875,180,903,602.5513472637832,180.76540417913495,0.13573982771556037,0.06786991385778018,,P1,sample_data
366,192.168.1.53,10.0.0.19,24888,80,17,252,244188,58.74937635290113,969.0,4.289407235342607,4156.435611046987,210,1052,701.7465480216893,210.52396440650676,0.23313244584484574,0.11656622292242287,,P1,sample_data
367,192.168.1.228,10.0.0.200,2613,3478,17,682,697004,105.3626815187072,1022.0,6.472880057432009,6615.283418695513,361,1806,1204.2760816487607,361.2828244946282,0.1544907353646733,0.07724536768233665,,P0,sample_data
368,192.168.1.152,10.0.0.79,47125,21,6,113,36951,222.76721077677925,327.0,0.5072559808329694,165.872705732381,94,471,314.50695887683935,94.3520876630518,1.9713912458122058,0.9856956229061029,,P2,sample_data
369,192.168.1.248,10.0.0.98,49790,5060,6,1535,1716130,27.448655897901578,1118.0,55.92259255643003,62521.458478088774,419,2095,1396.8964763747363,419.0689429124209,0.017881860519805587,0.008940930259902793,,P0,sample_data
370,192.168.1.154,10.0.0.18,4191,21,17,690,230460,30.036367111211035,334.0,22.9721523060776,7672.698870229919,75,378,252.22582784744594,75.66774835423378,0.04353096682784208,0.02176548341392104,,P2,sample_data
371,192.168.1.157,10.0.0.156,41610,80,6,97,57133,8.157892206855166,589.0,11.890326268161504,7003.402171947126,156,783,522.2712168456214,156.68136505368642,0.08410198151397079,0.042050990756985394,,P3,sample_data
372,192.168.1.82,10.0.0.143,26418,22,6,4732,6672120,105.32027799239955,1410.0,44.92961934967058,63350.76328303552,377,1885,1257.314123623219,377.1942370869657,0.022257032542772517,0.011128516271386259,,P0,sample_data
373,192.168.1.157,10.0.0.161,45883,5060,6,65,40300,4.364657759096909,620.0,14.8923474846397,9233.255440476614,93,469,312.68752476680436,93.8062574300413,0.06714858090918321,0.03357429045459161,,P3,sample_data
374,192.168.1.101,10.0.0.161,53783,3478,6,274,47128,98.64247361214781,172.0,2.777708120716236,477.7657967631926,97,487,325.10224531052324,97.53067359315698,0.36000902778156135,0.18000451389078068,,P2,sample_data
375,192.168.1.37,10.0.0.42,46992,22,17,56,40992,14.786791627652137,732.0,3.787163666746803,2772.20380405866,147,735,490.3019219133613,147.0905765740084,0.26404985049378815,0.13202492524689408,,P3,sample_data
376,192.168.1.206,10.0.0.227,6379,80,17,37,27824,14.80306419933802,752.0,2.499482505902704,1879.6108444388333,99,499,333.29325737554444,99.98797721266332,0.40008281619832486,0.20004140809916243,,P3,sample_data
377,192.168.1.130,10.0.0.16,30344,80,17,22,8998,17.010011574947956,409.0,1.2933559688108156,528.9825912436236,127,637,424.73925020623506,127.4217750618705,0.7731823443158162,0.3865911721579081,,P3,sample_data
378,192.168.1.162,10.0.0.137,19159,3478,17,459,183141,40.82988541844763,399.0,11.241765566959344,4485.464461216779,211,1055,703.8760611263613,211.16281833790836,0.08895399873300137,0.04447699936650069,,P1,sample_data
379,192.168.1.54,10.0.0.182,55360,3478,6,425,163625,44.09362984214234,385.0,9.638580482521483,3710.853485770771,85,429,286.4387761253221,85.93163283759662,0.10374971727562904,0.05187485863781452,,P2,sample_data
380,192.168.1.138,10.0.0.53,63531,22,17,246,202704,3.956471148780812,824.0,62.17661920163501,51233.53422214725,136,683,455.7561061606382,136.72683184819144,0.01608321605195452,0.00804160802597726,,P1,sample_data
381,192.168.1.100,10.0.0.142,32905,5060,6,4248,4677048,47.10801014460019,1101.0,90.1757469050501,99283.49734246016,302,1513,1008.6974339129205,302.60923017387614,0.01108945624872886,0.00554472812436443,,P0,sample_data
382,192.168.1.29,10.0.0.171,32152,3478,17,713,118358,274.6377891353186,166.0,2.596146736561053,430.9603582691348,61,305,203.33503933239552,61.00051179971865,0.3851862400214847,0.19259312001074236,,P2,sample_data
383,192.168.1.104,10.0.0.92,3769,3478,6,249,104082,46.55248700008937,418.0,5.348801235893626,2235.798916603536,235,1179,786.4607409380576,235.93822228141727,0.1869577791168248,0.0934788895584124,,P1,sample_data
384,192.168.1.165,10.0.0.134,29062,22,6,189,188622,23.26352925245281,998.0,8.124304698096168,8108.056088699976,175,875,583.8668254025549,175.16004762076648,0.12308745636218417,0.061543728181092085,,P1,sample_data
385,192.168.1.208,10.0.0.43,56692,3478,6,618,242874,203.30218889094596,393.0,3.03980986811462,1194.6452781690457,79,396,264.12992477618695,79.23897743285609,0.32896794318923295,0.16448397159461647,,P2,sample_data
386,192.168.1.215,10.0.0.217,29175,22,17,60,39360,16.861934289770254,656.0,3.5583106284787633,2334.2517722820685,164,823,548.9289360862934,164.67868082588802,0.28103223816283757,0.14051611908141878,,P3,sample_data
